,id,speaker,text,topic,token,polarity,subjectivity,certainty
292,34,KAMALA HARRIS,Her husband didn't want that,abortion,"['husband', 'do', 'not', 'want', 'that']",0.0,0.0,0.125
293,34,KAMALA HARRIS,A 12 or 13-year-old survivor of incest being forced to carry a pregnancy to term? They don't want that,abortion,"['a', '12', '13-year-old', 'survivor', 'invest', 'be', 'force', 'carry', 'a', 'pregnancy', 'term', 'do', 'not', 'want', 'that']",0.0,0.0,0.4375
294,34,KAMALA HARRIS,And I pledge to you when Congress passes a bill to put back in place the protections of Roe v,abortion,"['pledge', 'congress', 'pass', 'a', 'bill', 'put', 'back', 'place', 'the', 'protection', 'roe', 'v']",0.0,0.0,1.0
295,34,KAMALA HARRIS,"Wade as president of the United States, I will proudly sign it into law",abortion,"['wade', 'president', 'the', 'will', 'proudly', 'sign', 'law']",0.8,1.0,0.75
296,34,KAMALA HARRIS,"But understand, if Donald Trump were to be re-elected, he will sign a national abortion ban",abortion,"['understand', 'donald', 'tramp', 'be', 'be', 'reflect', 'will', 'sign', 'a', 'national', 'abortion', 'ban']",0.0,0.0,0.75
297,34,KAMALA HARRIS,Understand in his Project 2025 there would be a national abortion ban,abortion,"['understand', 'project', '2025', 'there', 'would', 'be', 'a', 'national', 'abortion', 'ban']",0.0,0.0,-0.25
298,34,KAMALA HARRIS,"Understand in his Project 2025 there would be a national abortion -- a monitor that would be monitoring your pregnancies, your miscarriages",abortion,"['understand', 'project', '2025', 'there', 'would', 'be', 'a', 'national', 'abortion', 'a', 'monitor', 'that', 'would', 'be', 'monitor', 'pregnancy', 'miscarriage']",0.0,0.0,-0.3611111111111111
299,34,KAMALA HARRIS,"I think the American people believe that certain freedoms, in particular the freedom to make decisions about one's own body, should not be made by the government.",abortion,"['think', 'the', 'american', 'person', 'believe', 'certain', 'freedom', 'particular', 'the', 'freedom', 'make', 'decision', 'one', 'is', 'own', 'body', 'should', 'not', 'be', 'make', 'the', 'government']",0.24523809523809523,0.47619047619047616,0.3888888888888889
300,36,DONALD TRUMP,It's a lie,abortion,"['be', 'a', 'lie']",0.0,0.0,-1.0
301,36,DONALD TRUMP,I'm not signing a ban,abortion,"['be', 'not', 'sign', 'a', 'ban']",0.0,0.0,1.0
302,36,DONALD TRUMP,And there's no reason to sign a ban,abortion,"['there', 'be', 'no', 'reason', 'sign', 'a', 'ban']",0.0,0.0,1.0
303,36,DONALD TRUMP,Because we've gotten what everybody wanted,abortion,"['have', 'get', 'what', 'everybody', 'want']",0.0,0.0,-0.25
304,36,DONALD TRUMP,"Democrats, Republicans and everybody else and every legal scholar wanted it to be brought back into the states",abortion,"['democrats', 'republicans', 'everybody', 'else', 'every', 'legal', 'scholar', 'want', 'be', 'bring', 'back', 'the', 'state']",0.1,0.1,1.0
305,36,DONALD TRUMP,And the states are voting,abortion,"['the', 'state', 'be', 'voting']",0.0,0.0,1.0
306,36,DONALD TRUMP,"And it may take a little time, but for 52 years this issue has torn our country apart",abortion,"['may', 'take', 'a', 'little', 'time', '52', 'year', 'this', 'issue', 'have', 'tear', 'country', 'apart']",-0.1875,0.5,0.15
307,36,DONALD TRUMP,And they've wanted it back in the states,abortion,"['have', 'want', 'back', 'the', 'state']",0.0,0.0,-0.25
308,36,DONALD TRUMP,And I did something that nobody thought was possible,abortion,"['do', 'something', 'nobody', 'think', 'be', 'possible']",0.0,1.0,0.3333333333333333
309,36,DONALD TRUMP,The states are now voting,abortion,"['the', 'state', 'be', 'now', 'voting']",0.0,0.0,1.0
310,36,DONALD TRUMP,What she says is an absolute lie,abortion,"['what', 'say', 'be', 'an', 'absolute', 'lie']",0.2,0.9,-1.0
311,36,DONALD TRUMP,"And as far as the abortion ban, no, I'm not in favor of abortion ban",abortion,"['far', 'the', 'abortion', 'ban', 'no', 'be', 'not', 'favor', 'abortion', 'ban']",0.1,1.0,1.0
312,36,DONALD TRUMP,But it doesn't matter because this issue has now been taken over by the states.,abortion,"['do', 'not', 'matter', 'this', 'issue', 'have', 'now', 'be', 'take', 'the', 'state']",0.0,0.0,1.0
313,38,DONALD TRUMP,"Number one, she said she'll go back to congress",abortion,"['number', 'one', 'say', 'will', 'go', 'back', 'congress']",0.0,0.0,0.6071428571428571
314,38,DONALD TRUMP,She'll never get the vote,abortion,"['will', 'never', 'get', 'the', 'vote']",0.0,0.0,0.75
315,38,DONALD TRUMP,It's impossible for her to get the vote,abortion,"['be', 'impossible', 'get', 'the', 'vote']",-0.6666666666666666,1.0,1.0
316,38,DONALD TRUMP,Especially now with a 50-50 --essentially 50-50 in both senate and the house,abortion,"['especially', 'now', 'a', '50-50', 'essentially', '50-50', 'both', 'senate', 'the', 'house']",0.0,0.65,1.0
317,38,DONALD TRUMP,She's not going to get the vote,abortion,"['be', 'not', 'go', 'get', 'the', 'vote']",0.0,0.0,1.0
318,38,DONALD TRUMP,She can't get the vote,abortion,"['ca', 'not', 'get', 'the', 'vote']",0.0,0.0,0.0
319,38,DONALD TRUMP,She won't even come close to it,abortion,"['wo', 'not', 'even', 'come', 'close']",0.0,0.0,0.75
320,38,DONALD TRUMP,So it's just talk,abortion,"['be', 'just', 'talk']",0.0,0.0,1.0
321,38,DONALD TRUMP,You know what it reminds me of? When they said they're going to get student loans terminated and it ended up being a total catastrophe,abortion,"['know', 'what', 'remind', 'say', 'be', 'go', 'get', 'student', 'loan', 'terminate', 'end', 'be', 'a', 'total', 'catastrophe']",0.0,0.75,0.75
322,38,DONALD TRUMP,"The student loans -- and then her I think probably her boss, if you call him a boss, he spends all his time on the beach, but look, her boss went out and said we'll do it again, we'll do it a different way",abortion,"['the', 'student', 'loan', 'then', 'think', 'probably', 'boss', 'call', 'a', 'boss', 'spend', 'all', 'time', 'the', 'beach', 'look', 'boss', 'go', 'out', 'say', 'will', 'do', 'again', 'will', 'do', 'a', 'different', 'way']",0.0,0.6,0.59375
323,38,DONALD TRUMP,"He went out, got rejected again by the supreme court",abortion,"['go', 'out', 'get', 'reject', 'again', 'the', 'supreme', 'court']",0.0,0.0,1.0
324,38,DONALD TRUMP,So all these students got taunted with this whole thing about -- this whole idea,abortion,"['so', 'all', 'these', 'student', 'get', 'taunt', 'this', 'whole', 'thing', 'this', 'whole', 'idea']",0.2,0.4,1.0
325,38,DONALD TRUMP,And how unfair that would have been,abortion,"['unfair', 'that', 'would', 'have', 'be']",-0.5,1.0,-0.5
326,38,DONALD TRUMP,Part of the reason they lost,abortion,"['part', 'the', 'reason', 'lose']",0.0,0.0,1.0
327,38,DONALD TRUMP,To the millions and millions of people that had to pay off their student loans,abortion,"['the', 'million', 'million', 'person', 'that', 'have', 'pay', 'off', 'student', 'loan']",0.0,0.0,0.75
328,38,DONALD TRUMP,They didn't get it for free,abortion,"['do', 'not', 'get', 'free']",0.4,0.8,1.0
329,38,DONALD TRUMP,"But they were saying -- it's the same way that they talked about that, that they talk about abortion.",abortion,"['be', 'say', 'be', 'the', 'same', 'way', 'talk', 'that', 'talk', 'abortion']",0.0,0.125,1.0
330,40,DONALD TRUMP,JD -- And I don't mind if he has a certain view but I think he was speaking for me but I really didn't,abortion,"['d', 'do', 'not', 'mind', 'have', 'a', 'certain', 'view', 'think', 'be', 'speak', 'really', 'do', 'not']",0.057142857142857134,0.3857142857142857,0.6
331,40,DONALD TRUMP,"Look, we don't have to discuss it because she'd never be able to get it just like she couldn't get student loans",abortion,"['look', 'do', 'not', 'have', 'discuss', 'will', 'never', 'be', 'able', 'get', 'just', 'can', 'not', 'get', 'student', 'loan']",0.5,0.625,0.45
332,40,DONALD TRUMP,They couldn't get -- they didn't even come close to getting student loans,abortion,"['can', 'not', 'get', 'do', 'not', 'even', 'come', 'close', 'get', 'student', 'loan']",0.0,0.0,0.0
333,40,DONALD TRUMP,They didn't even come close to getting student loans,abortion,"['do', 'not', 'even', 'come', 'close', 'get', 'student', 'loan']",0.0,0.0,1.0
334,40,DONALD TRUMP,They taunted young people and a lot of other people that had loans,abortion,"['taunt', 'young', 'person', 'a', 'lot', 'other', 'person', 'that', 'have', 'loan']",-0.012499999999999997,0.3875,1.0
335,40,DONALD TRUMP,They can never get this approved,abortion,"['can', 'never', 'get', 'this', 'approve']",0.0,0.0,0.0
336,40,DONALD TRUMP,So it doesn't matter what she says about going to congress,abortion,"['do', 'not', 'matter', 'what', 'say', 'go', 'congress']",0.0,0.0,0.25
337,40,DONALD TRUMP,Wonderful,abortion,['wonderful'],1.0,1.0,1.0
338,40,DONALD TRUMP,Let's go to congress,abortion,"['let', 'is', 'go', 'congress']",0.0,0.0,1.0
339,40,DONALD TRUMP,Do it,abortion,['do'],0.0,0.0,1.0
340,40,DONALD TRUMP,But the fact is that for years they wanted to get it out of congress and out of the federal government and we did something that everybody said couldn't be done,abortion,"['the', 'fact', 'be', 'year', 'want', 'get', 'congress', 'the', 'federal', 'government', 'do', 'something', 'everybody', 'say', 'can', 'not', 'be', 'do']",0.0,0.0,0.21428571428571427
341,40,DONALD TRUMP,And now you have a vote of the people on abortion.,abortion,"['now', 'have', 'a', 'vote', 'the', 'person', 'abortion']",0.0,0.0,1.0
342,42,KAMALA HARRIS,Wade,abortion,['wade'],0.0,0.0,1.0
343,42,KAMALA HARRIS,"And as you rightly mentioned, nowhere in America is a woman carrying a pregnancy to term and asking for an abortion",abortion,"['rightly', 'mention', 'nowhere', 'america', 'be', 'a', 'woman', 'carry', 'a', 'pregnancy', 'term', 'ask', 'an', 'abortion']",0.2857142857142857,0.5357142857142857,1.0
344,42,KAMALA HARRIS,That is not happening,abortion,"['that', 'be', 'not', 'happen']",0.0,0.0,1.0
345,42,KAMALA HARRIS,It's insulting to the women of America,abortion,"['be', 'insult', 'the', 'woman', 'america']",0.0,0.0,1.0
346,42,KAMALA HARRIS,And understand what has been happening under Donald Trump's abortion bans,abortion,"['understand', 'what', 'have', 'be', 'happen', 'donald', 'tramp', 'is', 'abortion', 'ban']",0.0,0.0,1.0
347,42,KAMALA HARRIS,Couples who pray and dream of having a family are being denied IVF treatments,abortion,"['couple', 'who', 'pray', 'dream', 'have', 'a', 'family', 'be', 'be', 'deny', 'if', 'treatment']",0.0,0.0,1.0
348,42,KAMALA HARRIS,"What is happening in our country, working people, working women who are working one or two jobs, who can barely afford childcare as it is, have to travel to another state to get on a plane sitting next to strangers, to go and get the health care she needs",abortion,"['what', 'be', 'happen', 'country', 'work', 'person', 'work', 'woman', 'who', 'be', 'work', 'one', 'two', 'job', 'who', 'can', 'barely', 'afford', 'childcare', 'be', 'have', 'travel', 'another', 'state', 'get', 'a', 'plane', 'sit', 'next', 'stranger', 'go', 'get', 'the', 'health', 'care', 'need']",0.025,0.05,0.1875
349,42,KAMALA HARRIS,Barely can afford to do it,abortion,"['barely', 'can', 'afford', 'do']",0.05,0.1,0.0
350,42,KAMALA HARRIS,And what you are putting her through is unconscionable,abortion,"['what', 'be', 'put', 'be', 'unconscionable']",0.0,0.0,1.0
351,42,KAMALA HARRIS,And the people of America have not -- the majority of Americans believe in a woman's right to make decisions about her own body,abortion,"['the', 'person', 'america', 'have', 'not', 'the', 'majority', 'americans', 'believe', 'a', 'woman', 'is', 'right', 'make', 'decision', 'own', 'body']",0.44285714285714284,0.7678571428571428,0.5833333333333334
352,42,KAMALA HARRIS,"And that is why in every state where this issue has been on the ballot, in red and blue states both, the people of America have voted for freedom.",abortion,"['that', 'be', 'every', 'state', 'this', 'issue', 'have', 'be', 'the', 'ballot', 'red', 'blue', 'state', 'the', 'person', 'america', 'have', 'vote', 'freedom']",0.0,0.05,1.0
353,44,DONALD TRUMP,Another lie,abortion,"['another', 'lie']",0.0,0.0,1.0
354,44,DONALD TRUMP,It's another lie,abortion,"['be', 'another', 'lie']",0.0,0.0,1.0
355,44,DONALD TRUMP,I have been a leader on IVF which is fertilization,abortion,"['have', 'be', 'a', 'leader', 'if', 'which', 'be', 'fertilization']",0.0,0.0,1.0
356,44,DONALD TRUMP,The IVF -- I have been a leader,abortion,"['the', 'if', 'have', 'be', 'a', 'leader']",0.0,0.0,1.0
357,44,DONALD TRUMP,"In fact, when they got a very negative decision on IVF from the Alabama courts, I saw the people of Alabama and the legislature two days later voted it in",abortion,"['fact', 'get', 'a', 'very', 'negative', 'decision', 'if', 'the', 'alabama', 'court', 'see', 'the', 'person', 'alabama', 'the', 'legislature', 'two', 'day', 'later', 'vote']",-0.195,0.26,0.8125
358,44,DONALD TRUMP,I've been a leader on it,abortion,"['have', 'be', 'a', 'leader']",0.0,0.0,1.0
359,44,DONALD TRUMP,They know that and everybody else knows it,abortion,"['know', 'that', 'everybody', 'else', 'know']",0.0,0.0,0.75
360,44,DONALD TRUMP,"I have been a leader on fertilization, IVF",abortion,"['have', 'be', 'a', 'leader', 'fertilization', 'if']",0.0,0.0,1.0
361,44,DONALD TRUMP,"And the other thing, they -- you should ask, will she allow abortion in the eighth month, ninth month, seventh month?",abortion,"['the', 'other', 'thing', 'should', 'ask', 'will', 'allow', 'abortion', 'the', 'eighth', 'month', 'ninth', 'month', 'seventh', 'month']",-0.125,0.375,0.5
362,48,DONALD TRUMP,Because under Roe v,abortion,"['roe', 'v']",0.0,0.0,1.0
363,48,DONALD TRUMP,Wade.,abortion,['wade'],0.0,0.0,1.0
364,52,DONALD TRUMP,"Just look at the governor, former governor of Virginia",abortion,"['just', 'look', 'the', 'governor', 'former', 'governor', 'virginia']",0.0,0.0,0.75
365,52,DONALD TRUMP,The governor of Virginia said we put the baby aside and then we determine what we want to do with the baby.,abortion,"['the', 'governor', 'virginia', 'say', 'put', 'the', 'baby', 'aside', 'then', 'determine', 'what', 'want', 'do', 'the', 'baby']",0.0,0.0,0.0
366,55,KAMALA HARRIS,"And let me say that the United States Congress, including some of the most conservative members of the United States Senate, came up with a border security bill which I supported",immigration,"['let', 'say', 'the', 'congress', 'include', 'some', 'the', 'most', 'conservative', 'member', 'the', 'senate', 'come', 'up', 'a', 'border', 'security', 'bill', 'which', 'support']",0.5,0.5,0.25
367,55,KAMALA HARRIS,"And that bill would have put 1,500 more border agents on the border to help those folks who are working there right now over time trying to do their job",immigration,"['that', 'bill', 'would', 'have', 'put', '1,500', 'more', 'border', 'agent', 'the', 'border', 'help', 'those', 'folk', 'who', 'be', 'work', 'there', 'right', 'now', 'time', 'try', 'do', 'job']",0.39285714285714285,0.5178571428571428,-0.25
368,55,KAMALA HARRIS,It would have allowed us to stem the flow of fentanyl coming into the United States,immigration,"['would', 'have', 'allow', 'stem', 'the', 'flow', 'fentanyl', 'come', 'the']",0.0,0.0,-0.5
369,55,KAMALA HARRIS,I know there are so many families watching tonight who have been personally affected by the surge of fentanyl in our country,immigration,"['know', 'there', 'be', 'so', 'many', 'family', 'watch', 'tonight', 'who', 'have', 'be', 'personally', 'affect', 'the', 'surge', 'fentanyl', 'country']",0.25,0.4,0.6666666666666666
370,55,KAMALA HARRIS,"That bill would have put more resources to allow us to prosecute transnational criminal organizations for trafficking in guns, drugs and human beings",immigration,"['that', 'bill', 'would', 'have', 'put', 'more', 'resource', 'allow', 'prosecute', 'transitional', 'criminal', 'organization', 'trafficking', 'gun', 'drug', 'human', 'being']",0.033333333333333326,0.38333333333333336,-0.5
371,55,KAMALA HARRIS,"But you know what happened to that bill? Donald Trump got on the phone, called up some folks in Congress, and said kill the bill",immigration,"['know', 'what', 'happen', 'that', 'bill', 'tramp', 'get', 'the', 'phone', 'call', 'up', 'some', 'folk', 'congress', 'say', 'kill', 'the', 'bill']",0.0,0.0,0.45
372,55,KAMALA HARRIS,And you know why? Because he preferred to run on a problem instead of fixing a problem,immigration,"['know', 'prefer', 'run', 'a', 'problem', 'instead', 'fix', 'a', 'problem']",0.0,0.0,1.0
373,55,KAMALA HARRIS,"And understand, this comes at a time where the people of our country actually need a leader who engages in solutions, who actually addresses the problems at hand",immigration,"['understand', 'this', 'come', 'a', 'time', 'the', 'person', 'country', 'actually', 'need', 'a', 'leader', 'who', 'engage', 'solution', 'who', 'actually', 'address', 'the', 'problem', 'hand']",0.0,0.1,1.0
374,55,KAMALA HARRIS,But what we have in the former president is someone who would prefer to run on a problem instead of fixing a problem,immigration,"['what', 'have', 'the', 'former', 'president', 'be', 'someone', 'who', 'would', 'prefer', 'run', 'a', 'problem', 'instead', 'fix', 'a', 'problem']",0.0,0.0,-0.5
375,55,KAMALA HARRIS,"And I'll tell you something, he's going to talk about immigration a lot tonight even when it's not the subject that is being raised",immigration,"['will', 'tell', 'something', 'be', 'go', 'talk', 'immigration', 'a', 'lot', 'tonight', 'even', 'be', 'not', 'the', 'subject', 'that', 'be', 'be', 'raise']",-0.16666666666666666,0.3333333333333333,0.75
376,55,KAMALA HARRIS,And I'm going to actually do something really unusual and I'm going to invite you to attend one of Donald Trump's rallies because it's a really interesting thing to watch,immigration,"['be', 'go', 'actually', 'do', 'something', 'really', 'unusual', 'be', 'go', 'invite', 'attend', 'one', 'donald', 'tramp', 'is', 'rally', 'be', 'a', 'really', 'interesting', 'thing', 'watch']",0.2333333333333333,0.5333333333333333,0.6666666666666666
377,55,KAMALA HARRIS,You will see during the course of his rallies he talks about fictional characters like Hannibal Lecter,immigration,"['will', 'see', 'the', 'course', 'rally', 'talk', 'sectional', 'character', 'hannibal', 'letter']",0.0,0.0,0.75
378,55,KAMALA HARRIS,He will talk about windmills cause cancer,immigration,"['will', 'talk', 'windfall', 'cause', 'cancer']",0.0,0.0,0.75
379,55,KAMALA HARRIS,And what you will also notice is that people start leaving his rallies early out of exhaustion and boredom,immigration,"['what', 'will', 'also', 'notice', 'be', 'person', 'start', 'leave', 'rally', 'early', 'exhaustion', 'boredom']",0.1,0.3,0.75
380,55,KAMALA HARRIS,And I will tell you the one thing you will not hear him talk about is you,immigration,"['will', 'tell', 'the', 'one', 'thing', 'will', 'not', 'hear', 'talk', 'be']",0.0,0.0,0.5909090909090909
381,55,KAMALA HARRIS,"You will not hear him talk about your needs, your dreams, and your, your desires",immigration,"['will', 'not', 'hear', 'talk', 'need', 'dream', 'desire']",0.0,0.0,0.4583333333333333
382,55,KAMALA HARRIS,"And I'll tell you, I believe you deserve a president who actually puts you first",immigration,"['will', 'tell', 'believe', 'deserve', 'a', 'president', 'who', 'actually', 'put', 'first']",0.125,0.21666666666666667,0.75
383,55,KAMALA HARRIS,And I pledge to you that I will.,immigration,"['pledge', 'will']",0.0,0.0,0.75
384,59,DONALD TRUMP,She said people start leaving,immigration,"['say', 'person', 'start', 'leave']",0.0,0.0,0.25
385,59,DONALD TRUMP,People don't go to her rallies,immigration,"['person', 'do', 'not', 'go', 'rally']",0.0,0.0,1.0
386,59,DONALD TRUMP,There's no reason to go,immigration,"['there', 'be', 'no', 'reason', 'go']",0.0,0.0,1.0
387,59,DONALD TRUMP,"And the people that do go, she's busing them in and paying them to be there",immigration,"['the', 'person', 'that', 'do', 'go', 'be', 'use', 'pay', 'be', 'there']",0.0,0.0,1.0
388,59,DONALD TRUMP,And then showing them in a different light,immigration,"['then', 'show', 'a', 'different', 'light']",0.2,0.6499999999999999,0.75
389,59,DONALD TRUMP,"So, she can't talk about that",immigration,"['so', 'ca', 'not', 'talk', 'that']",0.0,0.0,0.0
390,59,DONALD TRUMP,People don't leave my rallies,immigration,"['person', 'do', 'not', 'leave', 'rally']",0.0,0.0,1.0
391,59,DONALD TRUMP,"We have the biggest rallies, the most incredible rallies in the history of politics",immigration,"['have', 'the', 'biggest', 'rally', 'the', 'most', 'incredible', 'rally', 'the', 'history', 'politic']",0.7,0.7,1.0
392,59,DONALD TRUMP,That's because people want to take their country back,immigration,"['that', 'be', 'person', 'want', 'take', 'country', 'back']",0.0,0.0,1.0
393,59,DONALD TRUMP,Our country is being lost,immigration,"['country', 'be', 'be', 'lose']",0.0,0.0,1.0
394,59,DONALD TRUMP,We're a failing nation,immigration,"['be', 'a', 'fail', 'nation']",-0.5,0.29999999999999993,1.0
395,59,DONALD TRUMP,And it happened three and a half years ago,immigration,"['happen', 'three', 'a', 'half', 'year']",-0.16666666666666666,0.16666666666666666,0.75
396,59,DONALD TRUMP,"And what, what's going on here, you're going to end up in World War 3, just to go into another subject",immigration,"['what', 'what', 'be', 'go', 'here', 'be', 'go', 'end', 'up', 'world', 'war', '3', 'just', 'go', 'another', 'subject']",-0.16666666666666666,0.3333333333333333,0.75
397,59,DONALD TRUMP,What they have done to our country by allowing these millions and millions of people to come into our country,immigration,"['what', 'have', 'do', 'country', 'allow', 'these', 'million', 'million', 'person', 'come', 'country']",0.0,0.0,0.75
398,59,DONALD TRUMP,And look at what's happening to the towns all over the United States,immigration,"['look', 'what', 'be', 'happen', 'the', 'town', 'all', 'the']",0.0,0.0,0.75
399,59,DONALD TRUMP,And a lot of towns don't want to talk -- not going to be Aurora or Springfield,immigration,"['a', 'lot', 'town', 'do', 'not', 'want', 'talk', 'not', 'go', 'be', 'aroma', 'springfield']",0.0,0.0,1.0
400,59,DONALD TRUMP,A lot of towns don't want to talk about it because they're so embarrassed by it,immigration,"['a', 'lot', 'town', 'do', 'not', 'want', 'talk', 'be', 'so', 'embarrassed']",0.0,0.0,1.0
401,59,DONALD TRUMP,"In Springfield, they're eating the dogs",immigration,"['springfield', 'be', 'eat', 'the', 'dog']",0.0,0.0,1.0
402,59,DONALD TRUMP,The people that came in,immigration,"['the', 'person', 'that', 'come']",0.0,0.0,1.0
403,59,DONALD TRUMP,They're eating the cats,immigration,"['be', 'eat', 'the', 'cat']",0.0,0.0,1.0
404,59,DONALD TRUMP,They're eating -- they're eating the pets of the people that live there,immigration,"['be', 'eat', 'be', 'eat', 'the', 'pet', 'the', 'person', 'that', 'live', 'there']",0.13636363636363635,0.5,1.0
405,59,DONALD TRUMP,And this is what's happening in our country,immigration,"['this', 'be', 'what', 'be', 'happen', 'country']",0.0,0.0,1.0
406,59,DONALD TRUMP,And it's a shame,immigration,"['be', 'a', 'shame']",0.0,0.0,1.0
407,59,DONALD TRUMP,"As far as rallies are concerned, as far -- the reason they go is they like what I say",immigration,"['far', 'rally', 'be', 'concern', 'far', 'the', 'reason', 'go', 'be', 'like', 'what', 'say']",0.1,1.0,0.25
408,59,DONALD TRUMP,They want to bring our country back,immigration,"['want', 'bring', 'country', 'back']",0.0,0.0,1.0
409,59,DONALD TRUMP,They want to make America great again,immigration,"['want', 'make', 'america', 'great', 'again']",0.8,0.75,1.0
410,59,DONALD TRUMP,It's a very simple phrase,immigration,"['be', 'a', 'very', 'simple', 'phrase']",0.0,0.4642857142857143,1.0
411,59,DONALD TRUMP,Make America great again,immigration,"['make', 'america', 'great', 'again']",0.8,0.75,1.0
412,59,DONALD TRUMP,She's destroying this country,immigration,"['be', 'destroy', 'this', 'country']",-0.2,0.0,1.0
413,59,DONALD TRUMP,"And if she becomes president, this country doesn't have a chance of success",immigration,"['become', 'president', 'this', 'country', 'do', 'not', 'have', 'a', 'chance', 'success']",0.3,0.0,-0.25
414,59,DONALD TRUMP,Not only success,immigration,"['not', 'only', 'success']",0.15,0.5,1.0
415,59,DONALD TRUMP,We'll end up being Venezuela on steroids.,immigration,"['will', 'end', 'up', 'be', 'venezuela', 'osteoid']",0.0,0.0,0.75
416,63,DONALD TRUMP,So maybe he said that and maybe that's a good thing to say for a city manager.,immigration,"['so', 'maybe', 'say', 'that', 'maybe', 'be', 'a', 'good', 'thing', 'say', 'a', 'city', 'manager']",0.7,0.6000000000000001,0.125
417,69,KAMALA HARRIS,"Um, you know, this is I think one of the reasons why in this election I actually have the endorsement of 200 Republicans who have formally worked with President Bush, Mitt Romney, and John McCain including the endorsement of former Vice President Dick Cheney and Congressmember Liz Cheney",immigration,"['up', 'know', 'this', 'be', 'think', 'one', 'the', 'reason', 'this', 'election', 'actually', 'have', 'the', 'endorsement', '200', 'republicans', 'who', 'have', 'formally', 'work', 'president', 'bush', 'mist', 'money', 'include', 'the', 'endorsement', 'former', 'vice', 'president', 'dick', 'henry', 'congressmember', 'lie', 'henry']",0.0,0.05,0.625
418,69,KAMALA HARRIS,"And if you want to really know the inside track on who the former president is, if he didn't make it clear already, just ask people who have worked with him",immigration,"['want', 'really', 'know', 'the', 'inside', 'track', 'who', 'the', 'former', 'president', 'be', 'do', 'not', 'make', 'clear', 'already', 'just', 'ask', 'person', 'who', 'have', 'work']",0.10000000000000002,0.19444444444444442,0.4166666666666667
419,69,KAMALA HARRIS,"His former chief of staff, a four-star general, has said he has contempt for the constitution of the United States",immigration,"['former', 'chief', 'staff', 'a', 'four-star', 'general', 'have', 'say', 'have', 'contempt', 'the', 'constitution', 'the']",0.02500000000000001,0.25,0.25
420,69,KAMALA HARRIS,His former national security adviser has said he is dangerous and unfit,immigration,"['former', 'national', 'security', 'adviser', 'have', 'say', 'be', 'dangerous', 'unfit']",-0.3,0.45,1.0
421,69,KAMALA HARRIS,"His former secretary of defense has said the nation, the republic would never survive another Trump term",immigration,"['former', 'secretary', 'defense', 'have', 'say', 'the', 'nation', 'the', 'republic', 'would', 'never', 'survive', 'another', 'tramp', 'term']",0.0,0.0,-0.25
422,69,KAMALA HARRIS,"And when we listen to this kind of rhetoric, when the issues that affect the American people are not being addressed, I think the choice is clear in this election.",immigration,"['listen', 'this', 'kind', 'rhetoric', 'the', 'issue', 'that', 'affect', 'the', 'american', 'person', 'be', 'not', 'be', 'address', 'think', 'the', 'choice', 'be', 'clear', 'this', 'election']",0.2333333333333333,0.42777777777777776,0.5
423,71,DONALD TRUMP,Thank you,immigration,['thank'],0.0,0.0,1.0
424,71,DONALD TRUMP,"Because when I hear that -- see, I'm a different kind of a person",immigration,"['hear', 'see', 'be', 'a', 'different', 'kind', 'a', 'person']",0.3,0.75,1.0
425,71,DONALD TRUMP,I fired most of those people,immigration,"['fire', 'most', 'those', 'person']",0.5,0.5,1.0
426,71,DONALD TRUMP,Not so graciously,immigration,"['not', 'so', 'graciously']",0.0,0.0,1.0
427,71,DONALD TRUMP,They did bad things or a bad job,immigration,"['do', 'bad', 'thing', 'a', 'bad', 'job']",-0.6999999999999998,0.6666666666666666,1.0
428,71,DONALD TRUMP,I fired them,immigration,['fire'],0.0,0.0,1.0
429,71,DONALD TRUMP,They never fired one person,immigration,"['never', 'fire', 'one', 'person']",0.0,0.0,0.75
430,71,DONALD TRUMP,"They didn't fire anybody having to do with Afghanistan and the Taliban and the 13 people whose, whose, were just killed viciously and violently killed and I got to know the parents and the family",immigration,"['do', 'not', 'fire', 'anybody', 'have', 'do', 'the', 'italian', 'the', '13', 'person', 'be', 'just', 'kill', 'viciously', 'violently', 'killed', 'get', 'know', 'the', 'parent', 'the', 'family']",-0.1,0.0,0.75
431,71,DONALD TRUMP,"They should have fired all those generals, all those top people because that was one of the most incompetently handled situations anybody has ever seen",immigration,"['should', 'have', 'fire', 'all', 'those', 'general', 'all', 'those', 'top', 'person', 'that', 'be', 'one', 'the', 'most', 'incompetent', 'handled', 'situation', 'anybody', 'have', 'ever', 'see']",0.17500000000000002,0.4666666666666667,0.4642857142857143
432,71,DONALD TRUMP,So when somebody does a bad job I fire them,immigration,"['somebody', 'do', 'a', 'bad', 'job', 'fire']",-0.6999999999999998,0.6666666666666666,1.0
433,71,DONALD TRUMP,And you take a guy like Esper,immigration,"['take', 'a', 'guy', 'ever']",0.0,0.0,1.0
434,71,DONALD TRUMP,"He was no good, I fired him",immigration,"['be', 'no', 'good', 'fire']",-0.35,0.6000000000000001,1.0
435,71,DONALD TRUMP,So he writes a book,immigration,"['write', 'a', 'book']",0.0,0.0,1.0
436,71,DONALD TRUMP,Another one writes a book,immigration,"['another', 'one', 'write', 'a', 'book']",0.0,0.0,1.0
437,71,DONALD TRUMP,Because with me they can write books,immigration,"['can', 'write', 'book']",0.0,0.0,0.0
438,71,DONALD TRUMP,With nobody else can they,immigration,"['nobody', 'else', 'can']",0.0,0.0,0.0
