,id,speaker,text,topic,token,polarity,subjectivity,certainty
572,95,DONALD TRUMP,"But they take 400, 500 acres of desert soil--",values,"['take', '400', '500', 'acre', 'desert', 'soil']",0.0,0.0,0.75
573,100,DONALD TRUMP,"Peacefully and patriotically, I said during my speech",capitol attack,"['peacefully', 'patriotically', 'say', 'speech']",0.25,0.5,0.25
574,100,DONALD TRUMP,Not later on,capitol attack,"['not', 'later']",0.0,0.0,1.0
575,100,DONALD TRUMP,Peacefully and patriotically,capitol attack,"['peacefully', 'patriotically']",0.25,0.5,1.0
576,100,DONALD TRUMP,And nobody on the other side was killed,capitol attack,"['nobody', 'the', 'other', 'side', 'be', 'kill']",-0.125,0.375,1.0
577,100,DONALD TRUMP,"Ashli Babbitt was shot by an out-of-control police officer that should have never, ever shot her",capitol attack,"['vasili', 'rabbit', 'be', 'shoot', 'an', 'out-of-control', 'police', 'officer', 'that', 'should', 'have', 'never', 'ever', 'shoot']",0.0,0.0,0.25
578,100,DONALD TRUMP,It's a disgrace,capitol attack,"['be', 'a', 'disgrace']",0.0,0.0,1.0
579,100,DONALD TRUMP,But we didn't do -- this group of people that have been treated so badly,capitol attack,"['do', 'not', 'do', 'this', 'group', 'person', 'that', 'have', 'be', 'treat', 'so', 'badly']",-0.6999999999999998,0.6666666666666666,1.0
580,100,DONALD TRUMP,"I ask, what about all the people that are pouring into our country and killing people? That she allowed to pour in",capitol attack,"['ask', 'what', 'all', 'the', 'person', 'that', 'be', 'pour', 'country', 'killing', 'person', 'allow', 'pour']",0.0,0.0,1.0
581,100,DONALD TRUMP,She was the border czar,capitol attack,"['be', 'the', 'border', 'czar']",0.0,0.0,1.0
582,100,DONALD TRUMP,Remember that,capitol attack,"['remember', 'that']",0.0,0.0,1.0
583,100,DONALD TRUMP,She was the border czar,capitol attack,"['be', 'the', 'border', 'czar']",0.0,0.0,1.0
584,100,DONALD TRUMP,She doesn't want to be called the border czar because she's embarrassed by the border,capitol attack,"['do', 'not', 'want', 'be', 'call', 'the', 'border', 'czar', 'be', 'embarrassed', 'the', 'border']",0.0,0.0,1.0
585,100,DONALD TRUMP,"In fact, she said at the beginning, I'm surprised you're not talking about the border yet",capitol attack,"['fact', 'say', 'the', 'beginning', 'be', 'surprised', 'be', 'not', 'talk', 'the', 'border', 'yet']",0.1,0.9,0.5
586,100,DONALD TRUMP,That's because she knows what a bad job they've done,capitol attack,"['that', 'be', 'know', 'what', 'a', 'bad', 'job', 'have', 'do']",-0.6999999999999998,0.6666666666666666,0.75
587,100,DONALD TRUMP,"What about those people? What's, when are they going to be prosecuted -- when are these people from countries all over the world, not just South America, they're coming in from all over the world, David, all over the world",capitol attack,"['what', 'those', 'person', 's', 'be', 'go', 'be', 'prosecute', 'be', 'these', 'person', 'country', 'all', 'the', 'world', 'not', 'just', 'be', 'come', 'all', 'the', 'world', 'david', 'all', 'the', 'world']",0.0,0.0,1.0
588,100,DONALD TRUMP,And crime rates are down all over the world because of it --,capitol attack,"['crime', 'rate', 'be', 'all', 'the', 'world']",0.0,0.0,1.0
589,102,DONALD TRUMP,When are those people going to be prosecuted?,capitol attack,"['be', 'those', 'person', 'go', 'be', 'prosecute']",0.0,0.0,1.0
590,106,DONALD TRUMP,I showed up for a speech,capitol attack,"['show', 'a', 'speech']",0.0,0.0,0.75
591,106,DONALD TRUMP,"I said, I think it's going to be big",capitol attack,"['say', 'think', 'be', 'go', 'be', 'big']",0.0,0.1,0.375
592,106,DONALD TRUMP,"I went to Nancy Pelosi and the mayor of Washington, D.C",capitol attack,"['go', 'nancy', 'pelvis', 'the', 'mayor', 'duc']",0.0,0.0,1.0
593,106,DONALD TRUMP,"And the mayor put it back in writing, as you know",capitol attack,"['the', 'mayor', 'put', 'back', 'writing', 'know']",0.0,0.0,0.75
594,106,DONALD TRUMP,"I said, you know, this is going to be a very big rally or whatever you want to call it",capitol attack,"['say', 'know', 'this', 'be', 'go', 'be', 'a', 'very', 'big', 'rally', 'whatever', 'want', 'call']",0.0,0.13,0.0
595,106,DONALD TRUMP,"And again, it wasn't done by me",capitol attack,"['again', 'be', 'not', 'do']",0.0,0.0,1.0
596,106,DONALD TRUMP,It was done by others,capitol attack,"['be', 'do', 'other']",-0.125,0.375,1.0
597,106,DONALD TRUMP,"I said I'd like to give you 10,000 National Guard or soldiers",capitol attack,"['say', 'will', 'like', 'give', '10,000', 'national', 'guard', 'soldier']",0.0,0.0,0.6071428571428571
598,106,DONALD TRUMP,They rejected me,capitol attack,['reject'],0.0,0.0,1.0
599,106,DONALD TRUMP,Nancy Pelosi rejected me,capitol attack,"['nancy', 'pelvis', 'reject']",0.0,0.0,1.0
600,106,DONALD TRUMP,"It was just two weeks ago, her daughter has a tape of her saying she is fully responsible for what happened",capitol attack,"['be', 'just', 'two', 'week', 'daughter', 'have', 'a', 'tape', 'say', 'be', 'fully', 'responsible', 'what', 'happen']",0.2,0.55,0.75
601,106,DONALD TRUMP,They want to get rid of that tape,capitol attack,"['want', 'get', 'rid', 'that', 'tape']",0.0,0.0,1.0
602,106,DONALD TRUMP,It would have never happened if Nancy Pelosi and the mayor of Washington did their jobs,capitol attack,"['would', 'have', 'never', 'happen', 'nancy', 'pelvis', 'the', 'mayor', 'do', 'job']",0.0,0.0,-0.5
603,106,DONALD TRUMP,I wasn't responsible for security,capitol attack,"['be', 'not', 'responsible', 'security']",-0.1,0.55,1.0
604,106,DONALD TRUMP,Nancy Pelosi was responsible,capitol attack,"['nancy', 'pelvis', 'be', 'responsible']",0.2,0.55,1.0
605,106,DONALD TRUMP,She didn't do her job.,capitol attack,"['do', 'not', 'do', 'job']",0.0,0.0,1.0
606,108,KAMALA HARRIS,I was the Vice President-Elect,capitol attack,"['be', 'the', 'vice', 'president-elect']",0.0,0.0,1.0
607,108,KAMALA HARRIS,I was also an acting senator,capitol attack,"['be', 'also', 'an', 'acting', 'senator']",0.0,0.0,1.0
608,108,KAMALA HARRIS,I was there,capitol attack,"['be', 'there']",0.0,0.0,1.0
609,108,KAMALA HARRIS,"And on that day, the president of the United States incited a violent mob to attack our nation's Capitol, to desecrate our nation's Capitol",capitol attack,"['that', 'day', 'the', 'president', 'the', 'invite', 'a', 'violent', 'mob', 'attack', 'nation', 'is', 'capitol', 'desecrate', 'nation', 'is', 'capitol']",-0.8,1.0,1.0
610,108,KAMALA HARRIS,"On that day, 140 law enforcement officers were injured",capitol attack,"['that', 'day', '140', 'law', 'enforcement', 'officer', 'be', 'injured']",0.0,0.0,0.75
611,108,KAMALA HARRIS,And some died,capitol attack,"['some', 'die']",0.0,0.0,0.25
612,108,KAMALA HARRIS,"And understand, the former president has been indicted and impeached for exactly that reason",capitol attack,"['understand', 'the', 'former', 'president', 'have', 'be', 'indian', 'impact', 'exactly', 'that', 'reason']",0.125,0.125,1.0
613,108,KAMALA HARRIS,But this is not an isolated situation,capitol attack,"['this', 'be', 'not', 'an', 'isolated', 'situation']",0.0,0.0,1.0
614,108,KAMALA HARRIS,"Let's remember Charlottesville, where there was a mob of people carrying tiki torches, spewing antisemitic hate, and what did the president then at the time say? There were fine people on each side",capitol attack,"['let', 'is', 'remember', 'charlottesville', 'there', 'be', 'a', 'mob', 'person', 'carry', 'wiki', 'torch', 'pew', 'antiseptic', 'hate', 'what', 'do', 'the', 'president', 'then', 'the', 'time', 'say', 'be', 'fine', 'person', 'each', 'side']",-0.19166666666666668,0.7,1.0
615,108,KAMALA HARRIS,"Let's remember that when it came to the Proud Boys, a militia, the president said, the former president said, ''Stand back and stand by.'' So for everyone watching who remembers what January 6th was, I say we don't have to go back",capitol attack,"['let', 'is', 'remember', 'come', 'the', 'proud', 'boys', 'a', 'militia', 'the', 'president', 'say', 'the', 'former', 'president', 'say', 'back', 'stand', 'so', 'everyone', 'watch', 'who', 'remember', 'what', 'january', 'th', 'be', 'say', 'do', 'not', 'have', 'go', 'back']",0.2,0.25,0.25
616,108,KAMALA HARRIS,Let's not go back,capitol attack,"['let', 'be', 'not', 'go', 'back']",0.0,0.0,1.0
617,108,KAMALA HARRIS,We're not going back,capitol attack,"['be', 'not', 'go', 'back']",0.0,0.0,1.0
618,108,KAMALA HARRIS,It's time to turn the page,capitol attack,"['be', 'time', 'turn', 'the', 'page']",0.0,0.0,1.0
619,108,KAMALA HARRIS,"And if that was a bridge too far for you, well, there is a place in our campaign for you",capitol attack,"['that', 'be', 'a', 'bridge', 'too', 'far', 'well', 'there', 'be', 'a', 'place', 'campaign']",0.1,1.0,1.0
620,108,KAMALA HARRIS,To stand for country,capitol attack,"['stand', 'country']",0.0,0.0,1.0
621,108,KAMALA HARRIS,To stand for our democracy,capitol attack,"['stand', 'democracy']",0.0,0.0,1.0
622,108,KAMALA HARRIS,To stand for rule of law,capitol attack,"['stand', 'rule', 'law']",0.0,0.0,1.0
623,108,KAMALA HARRIS,And to end the chaos,capitol attack,"['end', 'the', 'chaos']",0.0,0.0,1.0
624,108,KAMALA HARRIS,And to end the approach that is about attacking the foundations of our democracy 'cause you don't like the outcome,capitol attack,"['end', 'the', 'approach', 'that', 'be', 'attack', 'the', 'foundation', 'democracy', 'cause', 'do', 'not', 'like', 'the', 'outcome']",0.0,0.0,1.0
625,108,KAMALA HARRIS,And be clear on that point,capitol attack,"['be', 'clear', 'that', 'point']",0.10000000000000002,0.3833333333333333,1.0
626,108,KAMALA HARRIS,"Donald Trump the candidate has said in this election there will be a bloodbath, if this -- and the outcome of this election is not to his liking",capitol attack,"['donald', 'tramp', 'the', 'candidate', 'have', 'say', 'this', 'election', 'there', 'will', 'be', 'a', 'bloodbath', 'this', 'the', 'outcome', 'this', 'election', 'be', 'not', 'liking']",0.0,0.0,0.5833333333333334
627,108,KAMALA HARRIS,Let's turn the page on this,capitol attack,"['let', 'is', 'turn', 'the', 'page', 'this']",0.0,0.0,1.0
628,108,KAMALA HARRIS,Let's not go back,capitol attack,"['let', 'be', 'not', 'go', 'back']",0.0,0.0,1.0
629,108,KAMALA HARRIS,Let's chart a course for the future and not go backwards to the past.,capitol attack,"['let', 'is', 'chart', 'a', 'course', 'the', 'future', 'not', 'go', 'backward', 'the', 'past']",-0.125,0.1875,1.0
630,110,DONALD TRUMP,"It was a different term, and it was a term that related to energy, because they have destroyed our energy business",capitol attack,"['be', 'a', 'different', 'term', 'be', 'a', 'term', 'related', 'energy', 'have', 'destroy', 'energy', 'business']",-0.06666666666666667,0.3333333333333333,1.0
631,110,DONALD TRUMP,That was where bloodbath was,capitol attack,"['that', 'be', 'bloodbath', 'be']",0.0,0.0,1.0
632,110,DONALD TRUMP,"Also, on Charlottesville, that story has been as you would say, debunked",capitol attack,"['also', 'charlottesville', 'that', 'story', 'have', 'be', 'would', 'say', 'drunk']",-0.5,1.0,-0.25
633,110,DONALD TRUMP,"Laura Ingraham, Sean Hannity, Jesse -- all of these people, they covered it",capitol attack,"['laura', 'ingram', 'seen', 'vanity', 'hesse', 'all', 'these', 'person', 'cover']",0.0,0.0,1.0
634,110,DONALD TRUMP,"If they go an extra sentence, they will see it was perfect",capitol attack,"['go', 'an', 'extra', 'sentence', 'will', 'see', 'be', 'perfect']",0.5,0.55,0.75
635,110,DONALD TRUMP,It was debunked in almost every newspaper,capitol attack,"['be', 'drunk', 'almost', 'every', 'newspaper']",-0.5,1.0,-0.25
636,110,DONALD TRUMP,But they still bring it up just like they bring 2025 up,capitol attack,"['still', 'bring', 'up', 'just', 'bring', '2025', 'up']",0.0,0.0,0.75
637,110,DONALD TRUMP,They bring all of this stuff up,capitol attack,"['bring', 'all', 'this', 'stuff']",0.0,0.0,1.0
638,110,DONALD TRUMP,I ask you this,capitol attack,"['ask', 'this']",0.0,0.0,1.0
639,110,DONALD TRUMP,You talk about the Capitol,capitol attack,"['talk', 'the', 'capitol']",0.0,0.0,1.0
640,110,DONALD TRUMP,Why are we allowing these millions of people to come through on the southern border? How come she's not doing -- and I'll tell you what I would do,capitol attack,"['be', 'allow', 'these', 'million', 'person', 'come', 'the', 'southern', 'border', 'come', 'be', 'not', 'do', 'will', 'tell', 'what', 'would', 'do']",0.0,0.0,0.19444444444444445
641,110,DONALD TRUMP,And I would be very proud to do it,capitol attack,"['would', 'be', 'very', 'proud', 'do']",1.0,1.0,-0.5
642,110,DONALD TRUMP,"I would say we would both leave this debate right now, I'd like to see her go down to Washington, D.C",capitol attack,"['would', 'say', 'would', 'leave', 'this', 'debate', 'right', 'now', 'will', 'like', 'see', 'go', 'duc']",0.2857142857142857,0.5357142857142857,-0.06666666666666667
643,110,DONALD TRUMP,during this debate 'cause we're wasting a lot of time,capitol attack,"['this', 'debate', 'cause', 'be', 'waste', 'a', 'lot', 'time']",-0.2,0.0,-0.5
644,110,DONALD TRUMP,"Go down to -- because she's been so bad, it's so ridiculous",capitol attack,"['go', 'be', 'be', 'so', 'bad', 'be', 'so', 'ridiculous']",-0.5166666666666666,0.8333333333333333,-1.0
645,110,DONALD TRUMP,"Go down to Washington, D.C",capitol attack,"['go', 'duc']",0.0,0.0,1.0
646,110,DONALD TRUMP,And let her sign a bill to close up the border,capitol attack,"['let', 'sign', 'a', 'bill', 'close', 'the', 'border']",0.0,0.0,1.0
647,110,DONALD TRUMP,Because they have the right to do it,capitol attack,"['have', 'the', 'right', 'do']",0.2857142857142857,0.5357142857142857,1.0
648,110,DONALD TRUMP,They don't need bills,capitol attack,"['do', 'not', 'need', 'bill']",0.0,0.0,1.0
649,110,DONALD TRUMP,They have the right to do it,capitol attack,"['have', 'the', 'right', 'do']",0.2857142857142857,0.5357142857142857,1.0
650,110,DONALD TRUMP,"The President of the United States, you'll get him out of bed",capitol attack,"['the', 'president', 'the', 'will', 'get', 'bed']",0.0,0.0,0.75
651,110,DONALD TRUMP,"You'll wake him up at 4','00 in the afternoon, you'll say come on",capitol attack,"['will', 'wake', 'up', ""4','00"", 'the', 'afternoon', 'will', 'say', 'come']",0.0,0.0,0.6590909090909091
652,110,DONALD TRUMP,"Come on down to the office, let's sign a bill",capitol attack,"['come', 'the', 'office', 'let', 'is', 'sign', 'a', 'bill']",0.0,0.0,1.0
653,110,DONALD TRUMP,If he ..,capitol attack,[],0.0,0.0,1.0
654,110,DONALD TRUMP,"if he signs a bill that the border is closed, all he has to do is say it to the border patrol, who are phenomenal",capitol attack,"['sign', 'a', 'bill', 'the', 'border', 'be', 'close', 'all', 'have', 'do', 'be', 'say', 'the', 'border', 'patrol', 'who', 'be', 'phenomena']",0.0,0.0,0.25
655,110,DONALD TRUMP,"If they do that, the border is closed.",capitol attack,"['do', 'that', 'the', 'border', 'be', 'close']",0.0,0.0,1.0
656,118,DONALD TRUMP,You know that,2020 election,"['know', 'that']",0.0,0.0,0.75
657,118,DONALD TRUMP,"It was said, oh we lost by a whisker",2020 election,"['be', 'say', 'oh', 'lose', 'a', 'whisper']",0.0,0.0,0.25
658,118,DONALD TRUMP,That was said sarcastically,2020 election,"['that', 'be', 'say', 'sarcastically']",0.0,0.0,0.25
659,118,DONALD TRUMP,"Look, there's so much proof",2020 election,"['look', 'there', 'be', 'so', 'much', 'proof']",0.2,0.2,0.75
660,118,DONALD TRUMP,All you have to do is look at it,2020 election,"['all', 'have', 'do', 'be', 'look']",0.0,0.0,0.75
661,118,DONALD TRUMP,And they should have sent it back to the legislatures for approval,2020 election,"['should', 'have', 'send', 'back', 'the', 'legislature', 'approval']",0.0,0.0,0.25
662,118,DONALD TRUMP,I got almost 75 million votes,2020 election,"['get', 'almost', '75', 'million', 'vote']",0.0,0.0,0.25
663,118,DONALD TRUMP,The most votes any sitting president has ever gotten,2020 election,"['the', 'most', 'vote', 'any', 'sit', 'president', 'have', 'ever', 'get']",0.5,0.5,1.0
664,118,DONALD TRUMP,"I was told if I got 63, which was what I got in 2016, you can't be beaten",2020 election,"['be', 'tell', 'get', '63', 'which', 'be', 'what', 'get', '2016', 'ca', 'not', 'be', 'beat']",0.0,0.0,0.25
665,118,DONALD TRUMP,"The election, people should never be thinking about an election as fraudulent",2020 election,"['the', 'election', 'person', 'should', 'never', 'be', 'think', 'an', 'election', 'fraudulent']",0.0,0.0,0.3333333333333333
666,118,DONALD TRUMP,We need two things,2020 election,"['need', 'two', 'thing']",0.0,0.0,0.75
667,118,DONALD TRUMP,We need walls,2020 election,"['need', 'wall']",0.0,0.0,1.0
668,118,DONALD TRUMP,We need -- and we have to have it,2020 election,"['need', 'have', 'have']",0.0,0.0,1.0
669,118,DONALD TRUMP,We have to have borders,2020 election,"['have', 'have', 'border']",0.0,0.0,1.0
670,118,DONALD TRUMP,And we have to have good elections,2020 election,"['have', 'have', 'good', 'election']",0.7,0.6000000000000001,1.0
671,118,DONALD TRUMP,Our elections are bad,2020 election,"['election', 'be', 'bad']",-0.6999999999999998,0.6666666666666666,1.0
672,118,DONALD TRUMP,"And a lot of these illegal immigrants coming in, they're trying to get them to vote",2020 election,"['a', 'lot', 'these', 'illegal', 'immigrant', 'come', 'be', 'try', 'get', 'vote']",-0.5,0.5,1.0
673,118,DONALD TRUMP,They can't even speak English,2020 election,"['ca', 'not', 'even', 'speak', 'english']",0.0,0.0,0.0
674,118,DONALD TRUMP,They don't even know what country they're in practically,2020 election,"['do', 'not', 'even', 'know', 'what', 'country', 'be', 'practically']",0.0,0.0,0.75
675,118,DONALD TRUMP,And these people are trying to get them to vote,2020 election,"['these', 'person', 'be', 'try', 'get', 'vote']",0.0,0.0,1.0
676,118,DONALD TRUMP,And that's why they're allowing them to come into our country.,2020 election,"['that', 'be', 'be', 'allow', 'come', 'country']",0.0,0.0,1.0
677,122,DONALD TRUMP,That's the other thing,2020 election,"['that', 'be', 'the', 'other', 'thing']",-0.125,0.375,1.0
678,122,DONALD TRUMP,They said we didn't have standing,2020 election,"['say', 'do', 'not', 'have', 'standing']",0.0,0.0,0.25
679,122,DONALD TRUMP,A technicality,2020 election,"['a', 'technically']",0.0,0.1,1.0
680,122,DONALD TRUMP,"Can you imagine a system where a person in an election doesn't have standing, the President of the United States doesn't have standing? That's how we lost",2020 election,"['can', 'imagine', 'a', 'system', 'a', 'person', 'an', 'election', 'do', 'not', 'have', 'standing', 'the', 'president', 'the', 'do', 'not', 'have', 'standing', 'is', 'lose']",0.0,0.0,0.0
681,122,DONALD TRUMP,"If you look at the facts, and I'd love to have you -- you'll do a special on it",2020 election,"['look', 'the', 'fact', 'will', 'love', 'have', 'will', 'do', 'a', 'special']",0.4285714285714286,0.5857142857142856,0.7727272727272727
682,122,DONALD TRUMP,I'll show you Georgia and I'll show you Wisconsin and I'll show you Pennsylvania and I'll show you -- we have so many facts and statistics,2020 election,"['will', 'show', 'georgia', 'will', 'show', 'wisconsin', 'will', 'show', 'pennsylvania', 'will', 'show', 'have', 'so', 'many', 'fact', 'statistics']",0.5,0.5,0.75
683,122,DONALD TRUMP,But you know what? That doesn't matter,2020 election,"['know', 'what', 'do', 'not', 'matter']",0.0,0.0,0.75
684,122,DONALD TRUMP,Because we have to solve the problem that we have right now,2020 election,"['have', 'solve', 'the', 'problem', 'have', 'right', 'now']",0.2857142857142857,0.5357142857142857,1.0
685,122,DONALD TRUMP,That's old news,2020 election,"['that', 'be', 'old', 'news']",0.1,0.2,1.0
686,122,DONALD TRUMP,And the problem that we have right now is we have a nation in decline and they have put it into decline,2020 election,"['the', 'problem', 'have', 'right', 'now', 'be', 'have', 'a', 'nation', 'decline', 'have', 'put', 'decline']",0.2857142857142857,0.5357142857142857,1.0
687,122,DONALD TRUMP,"We have a nation that is dying, David.",2020 election,"['have', 'a', 'nation', 'that', 'be', 'die', 'david']",0.0,0.0,1.0
688,124,KAMALA HARRIS,"So, let's be clear about that",2020 election,"['so', 'let', 'is', 'be', 'clear', 'that']",0.10000000000000002,0.3833333333333333,1.0
689,124,KAMALA HARRIS,"And clearly, he is having a very difficult time processing that",2020 election,"['clearly', 'be', 'have', 'a', 'very', 'difficult', 'time', 'process', 'that']",-0.275,0.6916666666666667,0.75
690,124,KAMALA HARRIS,But we cannot afford to have a president of the United States who attempts as he did in the past to upend the will of the voters in a free and fair election,2020 election,"['cannot', 'afford', 'have', 'a', 'president', 'the', 'who', 'attempt', 'do', 'the', 'past', 'spend', 'the', 'will', 'the', 'voter', 'a', 'free', 'fair', 'election']",0.2833333333333333,0.65,0.75
691,124,KAMALA HARRIS,And I'm going to tell you that I have traveled the world as vice president of the United States,2020 election,"['be', 'go', 'tell', 'have', 'travel', 'the', 'world', 'vice', 'president', 'the']",0.0,0.0,1.0
692,124,KAMALA HARRIS,And world leaders are laughing at Donald Trump,2020 election,"['world', 'leader', 'be', 'laugh', 'donald', 'tramp']",0.3,0.1,1.0
693,124,KAMALA HARRIS,"I have talked with military leaders, some of whom worked with you",2020 election,"['have', 'talk', 'military', 'leader', 'some', 'whom', 'work']",-0.1,0.1,0.25
694,124,KAMALA HARRIS,And they say you're a disgrace,2020 election,"['say', 'be', 'a', 'disgrace']",0.0,0.0,1.0
695,124,KAMALA HARRIS,"And when you then talk in this way in a presidential debate and deny what over and over again are court cases you have lost, because you did in fact lose that election, it leads one to believe that perhaps we do not have in the candidate to my right the temperament or the ability to not be confused about fact",2020 election,"['then', 'talk', 'this', 'way', 'a', 'presidential', 'debate', 'deny', 'what', 'over', 'again', 'be', 'court', 'case', 'have', 'lose', 'do', 'fact', 'lose', 'that', 'election', 'lead', 'one', 'believe', 'perhaps', 'do', 'not', 'have', 'the', 'candidate', 'right', 'the', 'temperament', 'the', 'ability', 'not', 'be', 'confuse', 'fact']",0.2857142857142857,0.5357142857142857,0.40625
696,124,KAMALA HARRIS,That's deeply troubling,2020 election,"['that', 'be', 'deeply', 'trouble']",-0.2,0.2,1.0
697,124,KAMALA HARRIS,And the American people deserve better.,2020 election,"['the', 'american', 'person', 'deserve', 'better']",0.25,0.25,1.0
698,126,DONALD TRUMP,"Viktor Orban, one of the most respected men -- they call him a strong man",2020 election,"['victor', 'organ', 'one', 'the', 'most', 'respect', 'man', 'call', 'a', 'strong', 'man']",0.4666666666666667,0.6166666666666667,0.75
699,126,DONALD TRUMP,He's a tough person,2020 election,"['be', 'a', 'tough', 'person']",-0.3888888888888889,0.8333333333333334,1.0
700,126,DONALD TRUMP,Smart,2020 election,['smart'],0.21428571428571427,0.6428571428571429,1.0
701,126,DONALD TRUMP,Prime Minister of Hungary,2020 election,"['prime', 'minister']",0.0,0.0,1.0
702,126,DONALD TRUMP,They said why is the whole world blowing up? Three years ago it wasn't,2020 election,"['say', 'be', 'the', 'whole', 'world', 'blow', 'up', 'year', 'be', 'not']",0.2,0.4,1.0
703,126,DONALD TRUMP,Why is it blowing up? He said because you need Trump back as president,2020 election,"['be', 'blow', 'up', 'say', 'need', 'tramp', 'back', 'president']",0.0,0.0,0.25
704,126,DONALD TRUMP,They were afraid of him,2020 election,"['be', 'afraid']",-0.6,0.9,1.0
705,126,DONALD TRUMP,China was afraid,2020 election,"['be', 'afraid']",-0.6,0.9,1.0
706,126,DONALD TRUMP,And I don't like to use the word afraid but I'm just quoting him,2020 election,"['do', 'not', 'like', 'use', 'the', 'word', 'afraid', 'be', 'just', 'quote']",-0.6,0.9,1.0
707,126,DONALD TRUMP,China was afraid of him,2020 election,"['be', 'afraid']",-0.6,0.9,1.0
708,126,DONALD TRUMP,North Korea was afraid of him,2020 election,"['be', 'afraid']",-0.6,0.9,1.0
709,126,DONALD TRUMP,"Look at what's going on with North Korea, by the way",2020 election,"['look', 'what', 'be', 'go', 'the', 'way']",0.0,0.0,0.75
710,126,DONALD TRUMP,He said Russia was afraid of him,2020 election,"['say', 'be', 'afraid']",-0.6,0.9,1.0
711,126,DONALD TRUMP,I ended the Nord Stream 2 pipeline and Biden put it back on day one but he ended the XL pipeline,2020 election,"['end', 'the', 'word', 'stream', 'pipeline', 'widen', 'put', 'back', 'day', 'one', 'end', 'the', 'll', 'pipeline']",0.0,0.0,0.75
712,126,DONALD TRUMP,The XL pipeline in our country,2020 election,"['the', 'll', 'pipeline', 'country']",0.0,0.0,1.0
713,126,DONALD TRUMP,He ended that,2020 election,['end'],0.0,0.0,1.0
714,126,DONALD TRUMP,But he let the Russians build a pipeline going all over Europe and heading into Germany,2020 election,"['let', 'the', 'russians', 'build', 'a', 'pipeline', 'go', 'all', 'head']",0.0,0.0,1.0
715,126,DONALD TRUMP,The biggest pipeline in the world,2020 election,"['the', 'biggest', 'pipeline', 'the', 'world']",0.0,0.0,1.0
716,126,DONALD TRUMP,"Look, Viktor Orban said it",2020 election,"['look', 'victor', 'organ', 'say']",0.0,0.0,0.5
717,126,DONALD TRUMP,"He said the most respected, most feared person is Donald Trump",2020 election,"['say', 'the', 'most', 'respect', 'most', 'feared', 'person', 'be', 'donald', 'tramp']",0.5,0.5,0.25
718,126,DONALD TRUMP,We had no problems when Trump was president,2020 election,"['have', 'no', 'problem', 'tramp', 'be', 'president']",0.0,0.0,1.0
719,126,DONALD TRUMP,"But when this weak pathetic man that you saw at a debate just a few months ago that if he weren't in that debate he'd be running instead of her, she got no votes, he got 14 million votes, what you did, you talk about a threat to democracy",2020 election,"['this', 'weak', 'pathetic', 'man', 'that', 'see', 'a', 'debate', 'just', 'a', 'few', 'month', 'be', 'not', 'that', 'debate', 'will', 'be', 'run', 'instead', 'get', 'no', 'vote', 'get', '14', 'million', 'vote', 'what', 'do', 'talk', 'a', 'threat', 'democracy']",-0.525,0.5750000000000001,0.5
720,126,DONALD TRUMP,He got 14 million votes and they threw him out of office,2020 election,"['get', '14', 'million', 'vote', 'throw', 'office']",0.0,0.0,0.75
721,126,DONALD TRUMP,And you know what? I'll give you a little secret,2020 election,"['know', 'what', 'will', 'give', 'a', 'little', 'secret']",-0.29375,0.6,0.75
722,126,DONALD TRUMP,He hates her,2020 election,['hate'],-0.8,0.9,1.0
723,126,DONALD TRUMP,He can't stand her.,2020 election,"['ca', 'not', 'stand']",0.0,0.0,0.0
724,128,DONALD TRUMP,They threw them out,2020 election,"['throw', 'out']",0.0,0.0,1.0
725,128,DONALD TRUMP,She got zero votes,2020 election,"['get', 'zero', 'vote']",0.0,0.0,0.75
726,128,DONALD TRUMP,"And when she ran, she was the first one to leave because she failed",2020 election,"['run', 'be', 'the', 'first', 'one', 'leave', 'fail']",-0.125,0.31666666666666665,0.75
727,128,DONALD TRUMP,And now she's running,2020 election,"['now', 'be', 'run']",0.0,0.0,1.0
728,128,DONALD TRUMP,I don't understand it but I'm okay with it ΓÇô because I think we're going to do pretty well.,2020 election,"['do', 'not', 'understand', 'be', 'okay', 'γçô', 'think', 'be', 'go', 'do', 'pretty', 'well']",0.375,0.75,1.0
729,131,KAMALA HARRIS,On Oct,israel hamas war,['oct'],0.0,0.0,1.0
730,131,KAMALA HARRIS,"7, Hamas, a terrorist organization, slaughtered 1,200 Israelis",israel hamas war,"['7', 'has', 'a', 'terrorist', 'organization', 'slaughter', '1,200', 'israel']",0.0,0.0,0.75
731,131,KAMALA HARRIS,Many of them young people who were simply attending a concert,israel hamas war,"['many', 'young', 'person', 'who', 'be', 'simply', 'attend', 'a', 'concert']",0.19999999999999998,0.41904761904761906,0.5
732,131,KAMALA HARRIS,Women were horribly raped,israel hamas war,"['woman', 'be', 'horribly', 'rape']",-1.0,1.0,1.0
733,131,KAMALA HARRIS,"And so absolutely, I said then, I say now, Israel has a right to defend itself",israel hamas war,"['so', 'absolutely', 'say', 'then', 'say', 'now', 'have', 'a', 'right', 'defend']",0.24285714285714285,0.7178571428571429,0.5
734,131,KAMALA HARRIS,We would,israel hamas war,['would'],0.0,0.0,-0.5
735,131,KAMALA HARRIS,And how it does so matters,israel hamas war,"['do', 'matter']",0.0,0.0,1.0
